TP_ha,FP_ha,TP_d2,FP_d2,TP_d4,FP_d4,TP_c4,FP_c4,TP_s2,FP_s2,TP_s4,FP_s4
0.581224617935787,0.00311827056590049,0.549037443701626,0.00114732359899665,0.431514209931053,0.0170386303105897,0.412794371571283,0.0282019139557293,0.549037443701626,0.00114732359899665,0.497413997818501,0.00936605996827988
0.518613178347615,0.00271708224860428,0.476226892007744,0.000996096850109296,0.361452669116493,0.0153626379944084,0.348999609584106,0.0252886118759241,0.476226892007744,0.000996096850109296,0.426591749747437,0.00835746503975014
0.447126820766906,0.00235588778225348,0.398059190269387,0.000853618756116247,0.292163910276793,0.0134854266156578,0.282975049606968,0.0218053974201467,0.398059190269387,0.000853618756116247,0.352328206944573,0.00721889009564779
0.37205024692799,0.00201843966490152,0.320076634212507,0.000751134513068616,0.227266324012992,0.0114157448292325,0.221430210140348,0.0182459446860045,0.320076634212507,0.000751134513068616,0.279626327715906,0.00611031053975451
0.298317991732843,0.00171723597496885,0.249677001283945,0.000674896234703914,0.173839720188527,0.00930481938401971,0.169368049490246,0.0147527317674907,0.249677001283945,0.000674896234703914,0.215159406406846,0.00505797233675322
0.232852893706254,0.00144727748108728,0.191541257300173,0.000623654113180099,0.134299042474834,0.00737011684453515,0.130563929596342,0.011851927766106,0.191541257300173,0.000623654113180099,0.165202271657014,0.00416685934537565
0.180593512656317,0.00125605688125451,0.14972248272309,0.000566162952446061,0.107706487746173,0.00597908071633986,0.103339464606988,0.00968226135231708,0.14972248272309,0.000566162952446061,0.128933842618121,0.00350821061261831
0.141157482501721,0.00109858109315693,0.120916229628944,0.000522419677974511,0.0913573190905322,0.00510171561122477,0.0859840694215807,0.0081699938634435,0.120916229628944,0.000522419677974511,0.105931504147666,0.00309202460121756
0.115530905241635,0.000996096850109296,0.10328714082744,0.000462428901556386,0.0826232728121617,0.00456804766267186,0.07643296720104,0.00728138048775001,0.10328714082744,0.000462428901556386,0.0924842928038704,0.00284456264849279
0.0997814475977348,0.000923607995270727,0.093828611447638,0.00042868408982119,0.07798255605688,0.00431808609426301,0.0714058594583281,0.00681895158619362,0.093828611447638,0.00042868408982119,0.085315935005816,0.00270333436234179
0.0912083975641268,0.000868616450220779,0.0888981014517836,0.000383691007507596,0.075809106752585,0.00420560338847902,0.0691438622194137,0.00659273636678361,0.0888981014517836,0.000383691007507596,0.081963188208635,0.00262959569966118
0.0866280544006311,0.00080487625027652,0.0866320793067502,0.00035869485066671,0.0747223821004375,0.00413186472579841,0.0679484651020515,0.00649400154726211,0.0866320793067502,0.00035869485066671,0.0803934748221998,0.00256460569187487
0.0842976337576926,0.000733637203279996,0.0853883833159592,0.00031495157619516,0.0739174008766246,0.00408062260427459,0.0672803306862867,0.00642526211594967,0.0853883833159592,0.00031495157619516,0.0795522694433152,0.00250586472329879
0.082953315113925,0.000669897003335737,0.0843700820678358,0.000273707917407699,0.0733297645832411,0.0040243812513826,0.0667570928908083,0.00637152037874177,0.0843700820678358,0.000273707917407699,0.0788921848397886,0.00244837356256476
0.0818746402740156,0.000616155266127833,0.0835409514073084,0.00023621368214637,0.0726857796041907,0.00398063797691105,0.0662620294381634,0.00630528056311342,0.0835409514073084,0.00023621368214637,0.0783608972320721,0.00240213067240912
0.0807235171239631,0.000566162952446061,0.0827842690569243,0.000206218293937307,0.0720095953761879,0.00392814604754519,0.065742816548804,0.00623279170827485,0.0827842690569243,0.000206218293937307,0.0778014352815221,0.0023508885508853
0.0796206928473393,0.000513671023080201,0.0818504908373012,0.000184971560622554,0.0712690126502799,0.0038831529652316,0.0652155538472065,0.00615905304559424,0.0818504908373012,0.000184971560622554,0.0771655001147098,0.00230214604504557
0.078167701738357,0.000464928517240474,0.0806188695648674,0.000156225980255536,0.0705123302998958,0.00382941122802369,0.0645957183048705,0.00608781399859772,0.0806188695648674,0.000156225980255536,0.0765134653234213,0.00223840584510132
0.0764812660744688,0.000404937740822349,0.0792463765782663,0.000136229054782827,0.0696268509537015,0.00377067025944761,0.0639275838891058,0.00601782475944324,0.0792463765782663,0.000136229054782827,0.0757728825975134,0.00216716679810479
0.0743400160191263,0.000357445042824666,0.0777249620652598,0.000111232897941941,0.0686045247994591,0.00369193236539882,0.063195050975436,0.00592033974776378,0.0777249620652598,0.000111232897941941,0.0748471541901285,0.00209092851974009
0.072021670094545,0.000302453497774717,0.0758372810954184,9.49853959953657e-05,0.0674534016494065,0.00361069485566594,0.0624021444699802,0.00583535281450477,0.0758372810954184,9.49853959953657e-05,0.0737725042563382,0.00199844273942881
0.0692163105295569,0.00025371099193499,0.0736155329176947,7.74880862067457e-05,0.0660688339444482,0.00353445657730124,0.0613274945361899,0.00573036895577305,0.0736155329176947,7.74880862067457e-05,0.07251673354719,0.00191845503753798
0.0662258052830918,0.000196219831200953,0.0709309205362785,6.37401999442586e-05,0.0643421492193695,0.0034344719499377,0.0600475743903273,0.00562538509704133,0.0709309205362785,6.37401999442586e-05,0.0709148209118022,0.00183221829643692
0.0629253822654587,0.000163724827307801,0.0676787963920742,5.249192936586e-05,0.062076127074336,0.00334948501667869,0.0584818859100111,0.00551040277557326,0.0676787963920742,5.249192936586e-05,0.0687977202931742,0.00173598309259951
0.0597457064313975,0.00012248116852034,0.0640322314482015,3.499461957724e-05,0.0594357886602295,0.00322700384815835,0.0563969845403356,0.0053591760266859,0.0640322314482015,3.499461957724e-05,0.066237880001449,0.00161600153976326
0.0562279384833349,9.24857803112771e-05,0.0600153751413748,1.99969254727086e-05,0.0564090592586928,0.00308577556200734,0.0541309623953021,0.00513421061511793,0.0600153751413748,1.99969254727086e-05,0.0632031007876741,0.0014872713320327
0.052818843000487,6.87394313124357e-05,0.0556966508756183,9.99846273635429e-06,0.0529114158412255,0.00292580015822567,0.0514624496383622,0.00488674866239316,0.0556966508756183,9.99846273635429e-06,0.0596249592478255,0.0013235465047249
0.0496834411337356,4.99923136817714e-05,0.0511485069610751,4.99923136817714e-06,0.048962982938423,0.00272208147997245,0.0483109481471345,0.00459554343519684,0.0511485069610751,4.99923136817714e-06,0.0550768153332824,0.00117231975583754
0.0463266694304355,3.74942352613286e-05,0.0463870430222215,3.74942352613286e-06,0.0443584903382129,0.00250961414682493,0.0443625152443319,0.004233099161004,0.0463870430222215,3.74942352613286e-06,0.0503435257372622,0.000981099156004764
0.0430906449107075,2.74957725249743e-05,0.041754376079178,1.24980784204429e-06,0.0393233327832628,0.00222465795883883,0.0399391434194797,0.00380566487902485,0.041754376079178,1.24980784204429e-06,0.0447891552929528,0.000809875481644697
0.0394481048729538,1.749730978862e-05,0.0370532857321103,1.24980784204429e-06,0.0342640257915984,0.00193470253948455,0.0351817043867452,0.00328949424026056,0.0370532857321103,1.24980784204429e-06,0.0393072331587866,0.000623654113180099
0.0358981376759387,1.37478862624871e-05,0.0321831493280419,1.24980784204429e-06,0.028830402530861,0.0016284996181837,0.0304081657295344,0.00275957571523378,0.0321831493280419,1.24980784204429e-06,0.0332819486985466,0.000449930823135943
0.0316679613448016,1.12482705783986e-05,0.0273049631117354,1.24980784204429e-06,0.0237107219474106,0.00128730207730561,0.0257111002885858,0.00218591391573546,0.0273049631117354,1.24980784204429e-06,0.0276189057890225,0.000309952344826983
0.0272325148015923,1.12482705783986e-05,0.0225877731401915,0,0.0187399628903656,0.000952353575637746,0.0209295118191368,0.00168599077891774,0.0225877731401915,0,0.0221571081854516,0.000224965411567971
0.0227608441033113,9.99846273635429e-06,0.0180114548828149,0,0.0142682921920846,0.000671146811177781,0.0166027377411422,0.00120981399109887,0.0180114548828149,0,0.0171943989406447,0.000151226748887359
0.0182891734050303,7.49884705226571e-06,0.0138376272373447,0,0.0106217272482119,0.000468677940766607,0.0125778316220774,0.000841120677695804,0.0138376272373447,0,0.0130205712951745,9.99846273635429e-05
0.0142642672859656,6.24903921022143e-06,0.0101186139833288,0,0.00763927181398494,0.000296204458564496,0.00909628782908639,0.000557414297551751,0.0101186139833288,0,0.00957525165725509,6.24903921022143e-05
0.0105895279992594,4.99923136817714e-06,0.00694296305538673,0,0.00534105041999895,0.000196219831200953,0.00643179997826551,0.000404937740822349,0.00694296305538673,0,0.00676586718614788,4.24934666295057e-05
0.00745412613250796,2.49961568408857e-06,0.00458839297573384,0,0.00349764341746729,0.00014872713320327,0.0043187242657565,0.00030620292130085,0.00458839297573384,0,0.00452801938394787,3.12451960511071e-05
0.00507540661614068,1.24980784204429e-06,0.0029703807158698,0,0.0023304206429385,0.000101234435205587,0.00282145918946441,0.000212467333147529,0.0029703807158698,0,0.00288585768736944,1.99969254727086e-05
0.00320382527077556,0,0.00167838585165001,0,0.00143286657838706,7.99877018908343e-05,0.00178705831686476,0.000169973866518023,0.00167838585165001,0,0.00178303341074569,1.24980784204429e-05
0.00180315794134102,0,0.000961952562456481,0,0.000780831787098566,6.62398156283471e-05,0.00102232615424245,0.000127480399888517,0.000961952562456481,0,0.00102232615424245,8.74865489431e-06
0.000982077093051805,0,0.000499088358764032,0,0.000374316269073024,5.99907764181257e-05,0.000575561575026263,8.49869332590114e-05,0.000499088358764032,0,0.000511163077121226,2.49961568408857e-06
0.000466889109811514,0,0.00026161889773921,0,0.000189170587596044,4.49930823135943e-05,0.000293818146691728,5.74911607340371e-05,0.00026161889773921,0,0.000245519273262951,2.49961568408857e-06
0.000229419648786692,0,0.000100622652976619,0,8.45230285003602e-05,2.87455803670186e-05,0.00016904605700072,3.74942352613286e-05,0.000100622652976619,0,0.000116722277452878,2.49961568408857e-06
6.84234040241011e-05,0,5.2323779547842e-05,0,3.6224155071583e-05,1.37478862624871e-05,6.03735917859716e-05,2.74957725249743e-05,5.2323779547842e-05,0,2.41494367143886e-05,1.24980784204429e-06
2.01245305953239e-05,0,8.04981223812955e-06,0,1.20747183571943e-05,8.74865489431e-06,2.01245305953239e-05,1.87471176306643e-05,8.04981223812955e-06,0,1.20747183571943e-05,0
1.60996244762591e-05,0,4.02490611906477e-06,0,4.02490611906477e-06,3.74942352613286e-06,4.02490611906477e-06,7.49884705226571e-06,4.02490611906477e-06,0,4.02490611906477e-06,0
0,0,0,0,0,0,0,0,0,0,0,0
