TP_wecs,FP_wecs,TP_ecs,FP_ecs,TP_agg,FP_agg
0.0113381605374055,0,1.20747183571943e-05,0,5.63486856669068e-05,5.99907764181257e-05
0.00802163789529609,0,8.04981223812955e-06,0,2.81743428334534e-05,4.374327447155e-05
0.00552217119535687,0,8.04981223812955e-06,0,1.60996244762591e-05,2.99953882090629e-05
0.00352179285418168,0,4.02490611906477e-06,0,8.04981223812955e-06,1.99969254727086e-05
0.0020567270268421,0,4.02490611906477e-06,0,8.04981223812955e-06,1.62475019465757e-05
0.00104647559095684,0,4.02490611906477e-06,0,4.02490611906477e-06,1.37478862624871e-05
0.000482988734287773,0,4.02490611906477e-06,0,4.02490611906477e-06,7.49884705226571e-06
0.00016904605700072,0,4.02490611906477e-06,0,0,6.24903921022143e-06
4.42739673097125e-05,0,4.02490611906477e-06,0,0,2.49961568408857e-06
0,0,0,0,0,0
